Plate,Well,Cell Type,Stimuli,Inhibitor,Inhibitor Conc=uM,Time=min,,,p-Akt,p-cJun ,p-CREB ,p-ERK1/2,p-GSK-3a/b,p-IkBa,p-JNK,p-MEK1,p-p38,p-p70-S6K,p-p90-RSK,p-STAT2,p-STAT3 (Tyr705),p-IRS-1,p-Histone H3,p-Hsp27,p-p53 (Ser37),p-Tyk2,p-ATF-2,p-NFkB,p-p53 (Ser46),p-STAT3 (Ser727),p-STAT6
,,U937,LPS + IL-10,PI3Ki,1,30,,,3817,14476,1822,2610.5,11494,3068.5,1820,19372,2805,13233,3262.5,862,9876,1147.5,1225,26446,887,2305,2961,452,34.5,1125,194
,,U937,LPS + IL-10,PI3Ki,1,15,,,,8036.5,,,,2845,797,23458,1774,,,703,9499.5,,,23005,297,,3561,513.5,30,1692,211
,,U937,LPS + IL-10,PI3Ki,1,5,,,3107.5,7912.5,1376,2222,5741,2496,799,23175,1445.5,13622,4108,501.5,9572,1516,1257.5,6151,286,2477,2177,162,27.5,1044.5,167
,,U937,IL-1a,No Inhibitor,0,1440,,,5554.5,8420,1135,1955,8004,2005.5,501,21434,948.5,8160,2261,644.5,346,927,875,2155,259,1571,1427,113,31,795,186
,,U937,IL-1a,No Inhibitor,0,480,,,6111,11120,1170,2692,11537,2968.5,1106,23653,1533,12572,3170,547,306.5,1207.5,1109.5,3338.5,535,2065,1825,124,31,832,169
,,U937,IL-1a,No Inhibitor,0,240,,,6648,12730,1299,2445,13008.5,3910,938,23395,1760.5,12192.5,2843,934,452,1397,1151.5,4207.5,564,1773,2093,125,48.5,826,177
,,U937,IL-1a,No Inhibitor,0,120,,,7206,10759,1138,2602,13297,3393,1162,24153,1459.5,14114.5,3648.5,566,308,1618,1296,4484,804.5,2530,1620,120,27,759.5,121.5
,,U937,IL-1a,No Inhibitor,0,60,,,4048,8800,1054,1685,6497,2296,772,23202,939,8210,2246,465,212,1199,1047,4012,332,1537.5,1407,73,24,686.5,96
,,U937,IL-1a,No Inhibitor,0,30,,,6308,11171.5,1017,1883,7759,1622,772,23470.5,849.5,11004,2698,668,182,1096,1030,9107.5,328,1423,1823,93,38,695.5,168
,,U937,IL-1a,No Inhibitor,0,15,,,4929,9310,921.5,1558,6216,1822.5,795,20174,910.5,9461.5,1973,432,147,931,717.5,10037,271,1298.5,2191,113.5,29,710,182
,,U937,IL-1a,No Inhibitor,0,5,,,5381,8205.5,1204,2487,9146,4829.5,829.5,23628,1656,13871.5,2766,546,260.5,1367.5,1220,4953,272,1829,1405,114.5,28,714,160
,,U937,IL-1b,No Inhibitor,0,1440,,,4325,10182,937,1696,6516.5,1764.5,533,15733,786,7611,1486,1202.5,406,976.5,874,2131,383,1876,1629,88,29,850,164
,,U937,IL-1b,No Inhibitor,0,480,,,3775,11333.5,1343.5,2158.5,8790.5,3532,980,23835.5,1244.5,11932.5,2607,711,374,1191,867,4474,324.5,1210,1789,139.5,32.5,777.5,172
,,U937,IL-1b,No Inhibitor,0,240,,,4163,9226,1304.5,2082.5,12033,3190.5,924,,1347,9970.5,2724.5,467,458.5,1017,848,3347.5,400,1414,1183.5,76,20,666,124.5
,,U937,IL-1b,No Inhibitor,0,120,,,4448,8099,1320,1857,7366,2408,799,22110,1247,9448,2438,452.5,250,1184.5,1036,4346.5,345,1512,1954,110,25,596,144
,,U937,IL-1b,No Inhibitor,0,60,,,3997,9253.5,812,1489.5,6852,2349,746,19186,797.5,9183,1843.5,367,258,920,891,4260,263,1058,1402,83.5,22.5,538,140.5
,,U937,IL-1b,No Inhibitor,0,30,,,4598,7748,1048,1854,15254,1172,1363,19874,1064,6680,3655.5,508,175,1554,1147,9030.5,1550,3660,2176,144,29,748.5,175
,,U937,IL-1b,No Inhibitor,0,15,,,4523,6534,990.5,1503,12413,1449,1170,21341,1374,9379.5,3525,571.5,259.5,1347,1132,8581,287,2285.5,2072,115.5,25,699,166
,,U937,IL-1b,No Inhibitor,0,5,,,6653.5,8125.5,1404,2294.5,10210,6126,961,24115,1988,12562,3168,689,362,1224,1205,6760.5,282,1520,1837,138,33.5,779.5,176
,,U937,GM-CSF,No Inhibitor,0,1440,,,5739,6033,1057,2048,8736.5,1457,777.5,24806.5,481,13897,3134,1059,93,1149,1292,1160.5,347.5,1465,867,114,29,902.5,142.5
,,U937,GM-CSF,No Inhibitor,0,480,,,866,6168,1230,2979,2993,990.5,640.5,,452,8094,1388.5,249.5,132,952,817,905,134.5,1576,1184.5,122,32,1110.5,207
,,U937,GM-CSF,No Inhibitor,0,240,,,5936.5,9687,1150,3359,10004.5,2499.5,953,24256,711.5,15751,3688,655,136,1304,1267.5,1304,321,1571.5,907,136,29.5,863,153
,,U937,GM-CSF,No Inhibitor,0,120,,,3438,5203,1274.5,2452,7921,1565,681,,552,12718,2688.5,527,232.5,1036.5,939.5,1081,201,904.5,925,85,26,686.5,126
,,U937,GM-CSF,No Inhibitor,0,60,,,5069,9520.5,1653,5419,10999,1862.5,1082,26881.5,754,18697,4562,791,315,1568.5,1087,2233,284,1607,1645.5,65,24.5,995,113
,,U937,GM-CSF,No Inhibitor,0,30,,,8625,8011,2674,7075,11039.5,1299,1122,25576.5,746,15341,4756,816,272,1507,1202,2042.5,275,1712,1874,53,29,744,152
,,U937,GM-CSF,No Inhibitor,0,15,,,7425,9521.5,2810,8218,14056,1406,1031,27045,766,17590,5454.5,712,421,1296,1096,1800,340,2023,2017,93,38,1394,260
,,U937,GM-CSF,No Inhibitor,0,5,,,8933.5,7109,1452,4830,10950,1325,987,25216,669,13296,3527,909,424.5,1108.5,1072.5,1328.5,231,2029,738.5,47.5,17,516.5,107
,,U937,IFN-g,No Inhibitor,0,1440,,,7419,5275,1213,1670,6635,709,514,23710,713.5,8461,2405,1797,284.5,2672,1012,1868.5,264,1388.5,1177,64,17,1301.5,108
,,U937,IFN-g,No Inhibitor,0,480,,,3599.5,3887.5,699.5,1071,5412,530,484,21672.5,316,9035,1597.5,566,185,1073.5,763,951.5,172,784.5,1345,89.5,27,791,145
,,U937,IFN-g,No Inhibitor,0,240,,,4091.5,8751.5,1251,1450,9794,1318,766,18059,642,14406,2122,1784,1131,1247,839,1646.5,291,1385.5,1564,103,31,854.5,179
,,U937,IFN-g,No Inhibitor,0,120,,,2141,2322.5,856.5,1695,7116.5,813,561,,126,13971,1855,3009,808.5,1015,716,654,119,904,1588,70,24,829.5,138
,,U937,IFN-g,No Inhibitor,0,60,,,2728,6304,1444.5,2333,5993.5,953.5,860,,712,13464,2020.5,7386,1309.5,705,1021,2271.5,168.5,1621,1884,75,29.5,807.5,138
,,U937,IFN-g,No Inhibitor,0,30,,,6490,5368,1004,2525.5,13817,951,1033,22365,536,13162,3171,4820,1459,1109.5,1297,1502,508,2622,1233.5,62.5,29,648,185.5
,,U937,IFN-g,No Inhibitor,0,15,,,4875,4878,1034,2034,7835,986.5,790,23938.5,491,12819,2711,7244.5,1356,1126.5,1112,1085,234,1635,1196,97.5,41,674,195
,,U937,IFN-g,No Inhibitor,0,5,,,6003,7670.5,1210,2014,12348,1392,1373,23821,922,13348,2649,5412.5,977,1301,1121.5,1277,455,1976.5,1089,54,31,555,127
,,U937,IL-6,No Inhibitor,0,1440,,,3810,2480,627,1403,5305,719,374,22559,371,7052.5,1449.5,350,922,945,832.5,939,198.5,1417,1197,105,33,1041.5,210
,,U937,IL-6,No Inhibitor,0,480,,,3504,4483,943,1580,7399.5,832.5,707.5,20252.5,369,10615.5,2089.5,653,1572,1109.5,972,946.5,193,1106,1173.5,99.5,30,877,161
,,U937,IL-6,No Inhibitor,0,240,,,2822.5,3877,792,1286,6704.5,681,492,22737,366.5,5574.5,794,441,1304,788,312,664,130,920.5,877.5,45,18.5,545,112
,,U937,IL-6,No Inhibitor,0,120,,,2509.5,3047,470,1676.5,4314,338.5,428,,255,5546,1878,130,742.5,780,725,1059.5,111,1141,589,44,17,647.5,44.5
,,U937,IL-6,No Inhibitor,0,60,,,,,,,,,,,,,,,,,,,,,1720,48,19,780,56.5
,,U937,IL-6,No Inhibitor,0,30,,,3879,3735,955.5,1215,7054,706.5,624.5,18519.5,377,8344.5,2247,609.5,6636,745,785,1267.5,215,1325,1053,69,20,839,119
,,U937,IL-6,No Inhibitor,0,15,,,4959,4247.5,1144,1895.5,7687,903.5,648,24052.5,597,10177,2550,727,7142,1207,1071,1464,270.5,1537,1367,91,37.5,1049,209.5
,,U937,IL-6,No Inhibitor,0,5,,,5529,5813.5,1077,1856.5,8306,1176,714,23009,625,9544,2234.5,1661,4517,1107,947.5,1304,260,1540,809,53,22,715.5,79.5
,,U937,IL-10,No Inhibitor,0,1440,,,5628,3940,969,1809,7426,878,533,23421,455.5,10013.5,2284.5,733,2565,1223.5,973,1351,215.5,1211,166,22,18,34.5,26
,,U937,IL-10,No Inhibitor,0,480,,,1417.5,3452.5,696,1065,6737,496.5,460,22212,279,8419,1784,399,2321.5,726,826,822.5,167,945,452.5,42.5,20.5,701,71
,,U937,IL-10,No Inhibitor,0,240,,,3974,4550.5,730,1878,4001,802.5,813,20293,422.5,10709,1930,310.5,2677,1086,1065.5,1363,265.5,1305,458.5,61,20.5,728.5,128
,,U937,IL-10,No Inhibitor,0,120,,,5590,5763,1147,1689.5,8871,1267,619,22078,662,13511,2352,478,7486,1229.5,964,1674,175.5,1160,698.5,31.5,27,755,117
,,U937,IL-10,No Inhibitor,0,60,,,2601.5,3243,,1170,82.5,355,839.5,,226,1388,1496,142.5,,464,585,1173.5,125,1050,1793,92,25.5,1102,140
,,U937,IL-10,No Inhibitor,0,30,,,3013,3732,1059,1480,3577.5,919.5,842,,533.5,7759,1799,195,8984,967.5,811.5,1091,183.5,1181,1158,49,23.5,1149,111
,,U937,IL-10,No Inhibitor,0,15,,,4091.5,6131,869.5,1514,7004,1061,715,18864,525.5,9833,1904.5,711.5,9100,1059,989,837,188.5,1354.5,624.5,38,17,771.5,44
,,U937,IL-10,No Inhibitor,0,5,,,5144.5,6411.5,927,1856,15615.5,1010.5,1499,22915,722,12833,3431,1617.5,4655,1368,1147,1432,803,2998.5,906.5,68,33,605,155
,,U937,LPS + IL-1a,No Inhibitor,0,1440,,,3211,11954,958,1770,104,1360,521,,902,5729,1396,1004,970,705,668.5,3892,385,1926,1899,90.5,30,596,121
,,U937,LPS + IL-1a,No Inhibitor,0,480,,,2065,12673,651,1400,3683,1933,974,,944.5,6624,643,748,1160,382,544,3639.5,291,1012,2702,119.5,25,748.5,100.5
,,U937,LPS + IL-1a,No Inhibitor,0,240,,,,4910.5,509,1963,3208.5,3737.5,2463,23549,1717.5,3364.5,1594,1329,1191.5,59.5,316,1462,537,462.5,18.5,14,20.5,14,16
,,U937,LPS + IL-1a,No Inhibitor,0,120,,,4769.5,24856,1900,1882.5,8562,14016,3684.5,23662,2358,16564,2710,1753,3049.5,1481,1079.5,25274,569,1377.5,2467.5,310,36,509.5,114.5
,,U937,LPS + IL-1a,No Inhibitor,0,60,,,1658.5,11963,1881,1188,7984.5,8781,2522,,4380,6258,1625,279,140,315,901.5,23935,651.5,1170,4954,871,36,826,124
,,U937,LPS + IL-1a,No Inhibitor,0,30,,,3526,17095,2202,1599,7476,2406,2014,20727,3579,6779.5,902.5,161,162,764,689,24356,776.5,859,2949.5,47,17,14.5,109.5
,,U937,LPS + IL-1a,No Inhibitor,0,15,,,3924,13173,1431,1741,7442.5,4048.5,1432.5,,2398,13082,2304.5,715,223,1171.5,1105,24005.5,345,1352,2257.5,63,34,553.5,103
,,U937,LPS + IL-1a,No Inhibitor,0,5,,,4525.5,8910,1011.5,1622,6235.5,5137,974,23526,2013.5,10895,2054,491,268,863,885,8442.5,237,1544,65,19,19,203,20
,,U937,LPS + IL-1b,No Inhibitor,0,1440,,,2808,8747.5,493.5,959,3035.5,1480,294,,694,3937.5,1722,1686.5,785,705,772.5,6579,393,1926,2753.5,221,44,1614,314
,,U937,LPS + IL-1b,No Inhibitor,0,480,,,2299,15191,,785,3681.5,1557,737,,1081,4229,1412,84,950,452,506,4572,248,797,3037,150,33,949.5,205.5
,,U937,LPS + IL-1b,No Inhibitor,0,240,,,2868,23705.5,1179.5,1925.5,7139,6611,2420,19147,1370.5,14464,1987,377.5,2999.5,915.5,781.5,15043,632,905.5,237,109,24,36,62
,,U937,LPS + IL-1b,No Inhibitor,0,120,,,1062,,1441.5,572.5,3059,4971,1617,,1844,61,401,53.5,39,234.5,378,7912,834.5,790,2967.5,346,38,656.5,124.5
,,U937,LPS + IL-1b,No Inhibitor,0,60,,,,,,,,,,,,,,,,,,,,,4162,768,38,626.5,140
,,U937,LPS + IL-1b,No Inhibitor,0,30,,,3946,12362,2009.5,1434,8393,2522,2357.5,9773,2836.5,3311,357.5,226,144,893,758.5,24757.5,547,1062.5,3812,677,46,574.5,138
,,U937,LPS + IL-1b,No Inhibitor,0,15,,,4554,15028,1585,1601,7440,4951.5,1673,18895,2297,13512,2103,411,225,1211,2096.5,23759,378,1597,4065,412,42,1014,241.5
,,U937,LPS + IL-1b,No Inhibitor,0,5,,,4141,8959.5,991,1373,7770.5,5990.5,879,21251,1913,12211,1866.5,564,270,958,845,6804,266,1365.5,966,73,24.5,61.5,113
,,U937,LPS + GM-CSF,No Inhibitor,0,1440,,,5955,23002.5,1094,2572,7172,2423,723,24403.5,1150,11800,2801,1558,1753,869.5,1232,9285,521,1912,2026,173,44.5,2139,273
,,U937,LPS + GM-CSF,No Inhibitor,0,480,,,5664,20750.5,999,2174,5438,3158,986,24063.5,925,12991,2269,1081,2577.5,938,1041.5,10603.5,442.5,1261,2708,231,35.5,1264,243
,,U937,LPS + GM-CSF,No Inhibitor,0,240,,,3187.5,23635,1211.5,1928.5,6322.5,5326,2153,23601,1551,15632.5,2154,709,4834,958,916.5,19531,595,1078.5,720.5,37.5,16,370,72.5
,,U937,LPS + GM-CSF,No Inhibitor,0,120,,,2912,23648.5,1305,1633,6842,12240,2530.5,14705,1965.5,14124,2098.5,698.5,1371,958.5,841.5,23666,655,797,2271,408.5,32.5,752,140.5
,,U937,LPS + GM-CSF,No Inhibitor,0,60,,,,,2211,921.5,,,2313,,,,,,,,642,27707.5,,231,3562.5,707,30,650,124.5
,,U937,LPS + GM-CSF,No Inhibitor,0,30,,,2914,14071.5,2726,3905,5610,1812,2561.5,23831,3005.5,6949.5,4077,510,196.5,984.5,961.5,23825,452,1237,4708,555,31.5,966.5,173
,,U937,LPS + GM-CSF,No Inhibitor,0,15,,,5636,10390,2964,5870,10053.5,4991,1494.5,24943,1961,16414,3942,550,340,1282,1028,21460.5,279,1500,3253,226,39.5,1036,204.5
,,U937,LPS + GM-CSF,No Inhibitor,0,5,,,6925,6176,1110,3423.5,7428,2079.5,901,25475,1006.5,12850,2353,1081,352,954,893,2486,216,1740.5,381.5,39,18,564.5,93
,,U937,LPS + IFN-g,No Inhibitor,0,1440,,,5657,16786,1438,1908,6981,2168,670,23245.5,1606.5,11100.5,2059,2424.5,681,1271,1155.5,15003,716.5,2908,2460,160.5,38.5,1239,174
,,U937,LPS + IFN-g,No Inhibitor,0,480,,,,15249,404,826,,,,,,,1729,,,,568,,318,940,3138,173,30.5,870.5,149
,,U937,LPS + IFN-g,No Inhibitor,0,240,,,1503,22181,912.5,1177,3189,6343,1832.5,16601,2143,12456,1079,1089,2627,906,826.5,20949,441.5,1325,2446,279,30,606.5,129.5
,,U937,LPS + IFN-g,No Inhibitor,0,120,,,2196,14872,1495,1111,5037,13225,2073,5998.5,2487,11482,846,2251,2543,963.5,477,20982.5,428,816,2946,584,36,784,152
,,U937,LPS + IFN-g,No Inhibitor,0,60,,,4363.5,22607,3653,1697,7995,9396,4312,23565,4795,18677,1982,7192.5,974,1290,2009.5,26312,1071.5,1856,4406,738,32.5,816.5,137.5
,,U937,LPS + IFN-g,No Inhibitor,0,30,,,,,,,,,,,,,,,,,,,,,2352,102,17,273.5,136
,,U937,LPS + IFN-g,No Inhibitor,0,15,,,3704,8231,1380,1441,7450,5381.5,1253,23832,1924.5,12212,1659.5,6239,1345,1006.5,896,22193,233,1545,2450,84,23,521,155
,,U937,LPS + IFN-g,No Inhibitor,0,5,,,3460,5002,624,1358,5460,1358.5,720.5,20117,722,9153,1155,2517.5,534.5,900,640,1023,203.5,1431,1166,76,16.5,549.5,76.5
,,U937,LPS + IL-6,No Inhibitor,0,1440,,,3752,15814.5,816,1884.5,6184,2499,502,22447,1156.5,8453,1686,974,1773,875,815.5,5093,393.5,1778.5,1750.5,118,23.5,618,147
,,U937,LPS + IL-6,No Inhibitor,0,480,,,5723,23004,1130,1621,6278,3802,1519,24094,1500,10316,2361,1592,3005,1069.5,832,11485.5,518.5,1475,2388,163,36.5,766,169.5
,,U937,LPS + IL-6,No Inhibitor,0,240,,,4380,23873,1384,1656,6450.5,8925,2699,23420,2576,15944,2291.5,647,4418,1113,1051.5,20203.5,716,1241.5,2300,156,32,934,144
,,U937,LPS + IL-6,No Inhibitor,0,120,,,3486,24647,1178,1169,3159.5,14355,2282,,1866.5,17037,1861,349,6217,,386.5,18924,496.5,993,2731,564,44,859.5,120.5
,,U937,LPS + IL-6,No Inhibitor,0,60,,,2490,23315,2893,1250,3941,8840,4298.5,22176,4856,11482,1168,687.5,1968,1121,909,21498,967,987,4535,803.5,41,1047.5,188
,,U937,LPS + IL-6,No Inhibitor,0,30,,,4428,14256,2092,1672,6473.5,2940,2332,17863.5,3362,10494,2081.5,569,5900,959,895,23879,500,1307,2765,431,23,852.5,136
,,U937,LPS + IL-6,No Inhibitor,0,15,,,5327,8658,1181,1564,6431,4349,1112.5,22167,2036,11611,2221,427.5,8229,1009,886,20797,235,1157,2439,188,28,860,183.5
,,U937,LPS + IL-6,No Inhibitor,0,5,,,3831,6809,906,1411.5,6331,1921,858,23006,964,11315,1682,685,3622,818,905,1507,251,1466.5,1459,93,33,752.5,184
,,U937,LPS + IL-10,No Inhibitor,0,1440,,,3207,9650,675.5,1640,4476,1189,303.5,21280,801,8089.5,1547,543,1935,852.5,955.5,6059.5,363,2103.5,2203,134.5,39,1125,233
,,U937,LPS + IL-10,No Inhibitor,0,480,,,5001,16005,995.5,969,5634,2812,983,20190,1175.5,8415,2111,822.5,3294,821.5,859,11404.5,336.5,1225,2776,155,32,1061,199
,,U937,LPS + IL-10,No Inhibitor,0,240,,,3910,23502,891,1613.5,4303,4458,1179,19575,1589.5,9820.5,1596.5,421,2900,953,870,15409,349.5,1150,1928,150.5,36.5,871,144
,,U937,LPS + IL-10,No Inhibitor,0,120,,,2805.5,24002,1602,1228,7833.5,14880,1776,,1741,865,1699,325,7312,776,856.5,23372,328,1153,2610,484.5,38.5,925,169
,,U937,LPS + IL-10,No Inhibitor,0,60,,,2042.5,5876,1053,834.5,2981.5,4573,1224.5,12627.5,1716,6258.5,1170,260,4166,635,822,16011,374,811,3533,387.5,32,1138.5,133.5
,,U937,LPS + IL-10,No Inhibitor,0,30,,,5794,13066,1665,1355,6009.5,2744,1482,20296,2412.5,12141,2021,974,10140.5,730,704.5,25072,341.5,1128.5,3012,421,39.5,1201.5,172
,,U937,LPS + IL-10,No Inhibitor,0,15,,,2744,7093,924,1282.5,4622.5,3714,700,18266.5,1955.5,10021.5,1264,751,9307.5,734,717,21870.5,193,1155,2444,232,33.5,791,147
,,U937,LPS + IL-10,No Inhibitor,0,5,,,3771.5,5658,642.5,1486,5760,1368,827,21171,866,8979,1674,415,2138,863,839,1461,224,1614,1139.5,82,24.5,554.5,152.5
,,U937,LPS (1),No Inhibitor,0,1440,,,6732,16586.5,659,3802,23710.5,2566.5,1177,23846,1630.5,15400,10805,2038.5,899,1430,1735.5,9136,2135,5466,1622,140.5,27,762,143
,,U937,LPS (1),No Inhibitor,0,480,,,5608,18482,954,2909,23841.5,3558,2047,21341,1850,14485,7456,2248.5,1412,1144,1277,9571,1421,3097,2405.5,168,27,847.5,156
,,U937,LPS (1),No Inhibitor,0,240,,,5035,23806,1083,3692,23379.5,4631,3469,23946,2694.5,19944,11124,934,1912,1247.5,1487,23080,1400,3213.5,2279,199,28,750.5,130
,,U937,LPS (1),No Inhibitor,0,120,,,6444,24053,1344,3681,24432,11767.5,2459,24021,3338,19774,10093,783.5,939,1409,1529.5,25014.5,1584,3647,2811,417.5,21,832,130
,,U937,LPS (1),No Inhibitor,0,60,,,4855,23543,1723.5,2706,23883.5,8244.5,3297,22796,5262,16595,9196,539,179,1276.5,1295,25828,1406,2926,2593.5,566,31.5,894.5,126
,,U937,LPS (1),No Inhibitor,0,30,,,3887,6978,1521,2983.5,24696,1177,948,18829,2592.5,12826,10348.5,725,88,884,818.5,24240,367,1862,2951,427,29,803,138.5
,,U937,LPS (1),No Inhibitor,0,15,,,3880,7376,1243,2886,23061,2490,1002,21043,2399,13738,9502,699,125,853.5,956.5,18914,442,2098.5,2189,201,33,835,127
,,U937,LPS (1),No Inhibitor,0,5,,,5945.5,7096,981,3698,25698,1433,1176,23968,1191,19196.5,11920,671,204,1236,1208.5,2325.5,560,2587,1183,85,29,802,159.5
,,U937,LPS (1),No Inhibitor,0,1440,,,6140,18288,1385,4135.5,24340,3454,1218,23384.5,2005,18548,11018,1656,1586.5,1254,1572,10981,1550,5460,2039,113.5,28,1101.5,151.5
,,U937,LPS (1),No Inhibitor,0,480,,,5871,17886.5,857,2824,22867,2904,1859.5,22436,1953.5,14066,8416,1891.5,994.5,973,1241,13753,1055,2868.5,2660.5,165.5,38.5,774,139.5
,,U937,LPS (1),No Inhibitor,0,240,,,4617,23372,1173,3092.5,23400.5,4437,2410,19372,2798,17319.5,8658,732,3494,1074,1354.5,22214.5,1004.5,2262,2731,92,27,710.5,113
,,U937,LPS (1),No Inhibitor,0,120,,,4525.5,24354,1370.5,2862.5,21393,10347,4322,22834,3374.5,17145.5,8396.5,1085,1781.5,2018,2042,24916,2178,4607.5,2782,355,34,739.5,125.5
,,U937,LPS (1),No Inhibitor,0,60,,,5282,24163,2791,3062,24422,9067,5339,23658,6008,20395,11019,608.5,179,1323,1469,26462,1253.5,2252,2880,718.5,27,730,99
,,U937,LPS (1),No Inhibitor,0,30,,,5119,8616.5,1749,2225.5,,,2273,14702,3418.5,,7999,365,,749,989,,,,3205,599,32.5,626,97
,,U937,LPS (1),No Inhibitor,0,15,,,4692,7040.5,1157,3073,24421.5,3228,1448,22397.5,3050.5,15157,9430,576,198.5,1107,1248,23502,597,2399,2505.5,291,26,716,112
,,U937,LPS (1),No Inhibitor,0,5,,,6760.5,6700,1115.5,3510,24709.5,1499.5,1225,24008.5,1283,17668,11830.5,1289.5,273.5,1116,1338.5,2927,544,2782,1132,75,20.5,712,117
,,U937,no treatment,No Inhibitor,0,1440,,,6351.5,4450.5,681.5,3016,24170,834,734,23301,522,15503.5,10358.5,967,247.5,1221.5,1184,1589,819.5,2723.5,635,58,19.5,497.5,73
,,U937,no treatment,No Inhibitor,0,480,,,6075,6958.5,950,2704.5,,1197.5,1478,22839.5,637,17376,,997.5,375,1190,1590,2096,1700.5,3791.5,1090.5,76.5,21.5,679.5,130
,,U937,no treatment,No Inhibitor,0,240,,,1911,2850,248,1288,8759.5,279,513,,486.5,9691,2347,413,119,,,,,,900,80.5,20,536,164
,,U937,no treatment,No Inhibitor,0,120,,,3750,3455,1014,1824,13991.5,833,1422,22837.5,622,12034,3803,500,279,1432,1374,1346.5,1134,3591,816.5,29,18,20,55
,,U937,no treatment,No Inhibitor,0,60,,,4734,5896,1030.5,2197,14083,994.5,1098,22318,560,14576.5,3474.5,949,254,1753,1588.5,1411,1335,3727,904,63,15.5,426,82
,,U937,no treatment,No Inhibitor,0,30,,,3510,5776,1173.5,1708,9995.5,1042,1080,23143,681,12304,2760.5,776.5,243,1247,1157,1389,421,1755,950,57,22,499,75
,,U937,no treatment,No Inhibitor,0,15,,,3941,6722.5,1036,2734,24170,954.5,1080,22464,748,16781.5,10092,895,263,1071.5,1057.5,1668.5,570,2290,1167,59,19,745,86
,,U937,no treatment,No Inhibitor,0,5,,,5923,6449,978,3087,,1152,1162.5,22867,833,17960,12562,794,297,1556.5,1386,2009,613.5,2683,698,65,23,442,55
,,U937,no treatment,No Inhibitor,0,1440,,,5798,4151,630,2730,23562,663,683.5,18661.5,389.5,10125.5,8305,594,168,971.5,1287,1114,775,3371,848,35,19,600,67
,,U937,no treatment,No Inhibitor,0,480,,,3356,3259.5,620.5,1511.5,,710,1042,20756,448,9283,,405.5,161,1228.5,1143.5,920.5,593,2502,697,63,33,359,104
,,U937,no treatment,No Inhibitor,0,240,,,4066,4482.5,979,1372.5,8798,708,887,14367,,12052.5,2049.5,1134,219,1161.5,1019,1317,446,1965,1027,95.5,26,496.5,152
,,U937,no treatment,No Inhibitor,0,120,,,2108,2775,709,1845,6940.5,518,594,8744.5,377,8279.5,1119,522,173,1006,763,676,774,3207.5,871,60,20.5,491,102
,,U937,no treatment,No Inhibitor,0,60,,,,3915,470.5,1320.5,7119,770.5,899,7938.5,468,14215.5,2022.5,125,130.5,1087,621.5,710,697,2301,998,58,29,435,106
,,U937,no treatment,No Inhibitor,0,30,,,2812,2977,770,1472,5098,550,652,15858,414,6506,2282,320,97,901,864,1614,272,1224,991,69.5,20,454.5,100
,,U937,no treatment,No Inhibitor,0,15,,,3747,5841.5,1181,1613,11777,1089,1005,22827.5,608.5,14187.5,2945.5,367,237.5,1170,1198.5,1527,551,2179,972.5,62,27,489,112
,,U937,no treatment,No Inhibitor,0,5,,,3786,7502,1269,1878,10164,1457,974,24010.5,879,12995,2584,560,315,1165,1166.5,1862.5,262,1602,758,63.5,28,249.5,135
,,U937,no treatment,No Inhibitor,0,1440,,,7585,6341,1038,2079,,1070.5,706.5,23351,619.5,13645,2676.5,426,381,1314,1190.5,1213,323.5,2173.5,906,77,31,528,138.5
,,U937,no treatment,No Inhibitor,0,480,,,4098,3511,1227,1786,,744.5,774,22920,459,11756,,392.5,334.5,1611,1118,958.5,730.5,2806,774,59.5,27,592.5,135.5
,,U937,no treatment,No Inhibitor,0,240,,,1781,1981,646.5,1779,6848,327.5,594,12791.5,331,2564.5,943.5,574,158,1179,635.5,903,294,1592,903,56,20.5,457.5,107.5
,,U937,no treatment,No Inhibitor,0,120,,,2386,3681,803,1644,10107,1209,1355,12460,440.5,4986,1470,535,140,2047,1597,903,409,3230,1033,77,17,478.5,117
,,U937,no treatment,No Inhibitor,0,60,,,2828,3520.5,683,1422,9535,760,616.5,14964,340,9889,2210,462,203.5,1171.5,861,1064,382,2028,994,62,21,492.5,97
,,U937,no treatment,No Inhibitor,0,30,,,4017,3387,806,1543,10243,674.5,869,17273.5,513,10855,1341,443,136,1181,897,1093,493.5,2235.5,866,50,16.5,309,82.5
,,U937,no treatment,No Inhibitor,0,15,,,3381,4826,1134.5,1897,10203,938,774,20925,631,10466,2609,444,257,1251,1087,1257,487,2177.5,1097,88,25,567,150
,,U937,no treatment,No Inhibitor,0,5,,,5410.5,7359,1258,1969,12033,1322.5,998,23098,660,14084,3129.5,763,309,1330,1104,1446.5,429,2143,927,77,22,508.5,79.5
,,U937,LPS (100),No Inhibitor,0,1440,,,6914,14223.5,949,4475,21229,2038,1457,19485,2684,14597.5,7455.5,1845,1367.5,3051,2217,8382,4365,8182,43.5,31.5,20,32,45
,,U937,LPS (100),No Inhibitor,0,480,,,3842,23730.5,1233,2147,10559,4174,2616,23409,1763,13612,3443,4620.5,3200.5,1459,1163.5,19824,1235.5,2653,228,73.5,29.5,51,62
,,U937,LPS (100),No Inhibitor,0,240,,,1650,18043,1100,1612,5102,4097.5,1413.5,11815,2530,14546.5,1946.5,2956.5,3997,952,987,17275,1273,2626.5,1816,60,28,48,85
